Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage	Genome assembly ID	Taxon mnemonic	Components	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP001317325	Belerina virus	2748342	8		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Orthoparamyxovirinae, Jeilongvirus, Jeilongvirus erinacei	GCA_024749975.1	9MONO	Segment	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Jeilongvirus	Jeilongvirus erinacei
UP001497409	Klebsiella phage vB_Kpn_K42PH8	3071665	50		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Przondovirus, Przondovirus K42PH8	GCA_963855595.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Przondovirus	Przondovirus K42PH8
UP001497410	Klebsiella phage vB_Ko_K26PH128C1	3071634	51		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Przondovirus, Przondovirus K26PH128C1	GCA_963855335.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Przondovirus	Przondovirus K26PH128C1
UP001497430	Klebsiella phage vB_Ko_K74PH129C2	3071637	53		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Przondovirus, Przondovirus K74PH129C2	GCA_963855365.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Przondovirus	Przondovirus K74PH129C2
UP001497473	Klebsiella phage vB_Kpl_K35PH164C3	3071645	49		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Przondovirus, Przondovirus K35PH164C3	GCA_963855455.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Przondovirus	Przondovirus K35PH164C3
UP001497475	Klebsiella phage vB_Kpn_K19PH14C4P1	3071650	50		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Teetrevirus, Teetrevirus K19PH14C4P1	GCA_963855665.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Teetrevirus	Teetrevirus K19PH14C4P1
UP001497510	Klebsiella phage vB_Kpn_K12P1.1	3071627	50		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Apdecimavirus, Apdecimavirus K12P11	GCA_963855345.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Apdecimavirus	Apdecimavirus K12P11
UP001497515	Klebsiella phage vB_Kpn_K37PH164C1	3071643	49		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Przondovirus, Przondovirus K37PH164C1	GCA_963855395.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Przondovirus	Przondovirus K37PH164C1
UP001497518	Klebsiella phage vB_Kpn_K11PH164C1	3071618	47		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Przondovirus, Przondovirus K11PH164C1	GCA_963855265.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Przondovirus	Przondovirus K11PH164C1
UP001497544	Klebsiella phage vB_Kpl_K56PH164C1	3071653	50		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Przondovirus, Przondovirus K56PH164C1	GCA_963854335.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Przondovirus	Przondovirus K56PH164C1
UP001497546	Klebsiella phage vB_Kpl_K48PH164C1	3071613	51		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Przondovirus, Przondovirus K48PH164C1	GCA_963854315.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Przondovirus	Przondovirus K48PH164C1
UP001497605	Klebsiella phage vB_Kpl_K8PH128	3071619	48		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Przondovirus, Przondovirus K8PH128	GCA_963854305.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Przondovirus	Przondovirus K8PH128
UP001497615	Klebsiella phage vB_Kpn_K16PH164C3	3071625	49		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Przondovirus, Przondovirus K16PH164C3	GCA_963855555.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Przondovirus	Przondovirus K16PH164C3
UP001497622	Klebsiella phage vB_Kpn_K27PH129C1	3071640	49		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Przondovirus, Przondovirus K27PH129C1	GCA_963855315.1	9CAUD	Chromosome	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Przondovirus	Przondovirus K27PH129C1
UP001507899	Milk vetch dwarf virus (isolate N) (MDV)	291605	8		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Mulpavirales, Nanoviridae, Nanovirus, Nanovirus astragali, Milk vetch dwarf virus	GCA_000840045.1	MDV1	Genome	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus astragali
UP001508024	Faba bean necrotic yellows virus (isolate Egyptian EV1-93) (FBNYV)	291603	8		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Mulpavirales, Nanoviridae, Nanovirus, Nanovirus necroflaviviciae, Faba bean necrotic yellows virus	GCA_000844665.1	FBNY1	Genome	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus necroflaviviciae
UP001516804	uncultured virus	340016	2		Unknown	Viruses, environmental samples	GCA_002922275.1	9VIRU	Segment	Viruses						
UP001517004	uncultured virus	340016	2		Unknown	Viruses, environmental samples	GCA_003528005.1	9VIRU	Segment	Viruses						
UP001517053	uncultured virus	340016	2		Unknown	Viruses, environmental samples	GCA_003532825.1	9VIRU	Segment	Viruses						
UP001517070	uncultured virus	340016	2		Unknown	Viruses, environmental samples	GCA_003536175.1	9VIRU	Segment	Viruses						
UP001517100	uncultured virus	340016	2		Unknown	Viruses, environmental samples	GCA_003533045.1	9VIRU	Segment	Viruses						
UP001517147	uncultured virus	340016	2		Unknown	Viruses, environmental samples	GCA_003540925.1	9VIRU	Segment	Viruses						
UP001517159	uncultured virus	340016	2		Unknown	Viruses, environmental samples	GCA_003544495.1	9VIRU	Segment	Viruses						
UP001529561	Colletotrichum gloeosporioides chrysovirus 1	1766766	3		Unknown	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Chrymotiviricetes, Ghabrivirales, Chrysoviridae, Alphachrysovirus, Alphachrysovirus colletotrichi	GCA_031852125.1	9VIRU	Segment RNA 1; Segment RNA 2; Segment RNA 3	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus colletotrichi
UP000000227	Ralstonia phage RSA1	2993856	51		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Aresaunavirus, Aresaunavirus RSA1	GCA_000873125.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Peduoviridae	Aresaunavirus	Aresaunavirus RSA1
UP000000228	Propionibacterium phage PA6	376758	48		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pahexavirus, Pahexavirus PA6	GCA_000871645.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Pahexavirus	Pahexavirus PA6
UP000000241	Synechococcus phage Syn5	2914003	61		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Voetvirus, Voetvirus syn5	GCA_000873225.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Voetvirus	Voetvirus syn5
UP000000258	Burkholderia phage phiE202	2883941	48		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Tigrvirus, Tigrvirus E202	GCA_000870585.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Peduoviridae	Tigrvirus	Tigrvirus E202
UP000000264	Staphylococcus phage 80	2913981	61		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Phietavirus, Phietavirus pv80	GCA_001689815.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus pv80
UP000000290	Lactobacillus phage LL-Ku	2892343	51		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Cequinquevirus, Cequinquevirus LLKu	GCA_000913995.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Cequinquevirus	Cequinquevirus LLKu
UP000000296	Escherichia phage phiEB49	1048207	74		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Rogunavirinae, Lindendrivevirus, Lindendrivevirus EB49	GCA_000914935.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Lindendrivevirus	Lindendrivevirus EB49
UP000000303	Lactobacillus phage c5	2892341	50		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Cequinquevirus, Cequinquevirus c5	GCA_000901715.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Cequinquevirus	Cequinquevirus c5
UP000000327	White spot syndrome virus (isolate Shrimp/China/Tongan/1996) (WSSV) (White spot bacilliform virus)	654913	524		Unknown	Viruses, Viruses incertae sedis, Naldaviricetes, Nimaviridae, Whispovirus, White spot syndrome virus, White spot syndrome virus	GCA_003024735.1	WSSVS	Segment	Viruses		Naldaviricetes		Nimaviridae	Whispovirus	White spot syndrome virus
UP000000330	Acinetobacter phage 133	2919552	257		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Tevenvirinae, Acinetobacter virus 133	GCA_000891695.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Straboviridae		Acinetobacter virus 133
UP000000331	Brochothrix phage A9	857312	199		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Herelleviridae, Klumppvirus, Klumppvirus A9	GCA_000892375.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Herelleviridae	Klumppvirus	Klumppvirus A9
UP000000339	Salmonella phage ViI	1987993	208		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ackermannviridae, Cvivirinae, Kuttervirus	GCA_000890895.1	BPSAV	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Ackermannviridae	Kuttervirus	
UP000000368	Lactococcus phage bIL170	2898539	64		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skunavirus, Skunavirus bIL170	GCA_000838765.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus bIL170
UP000000371	Streptococcus phage O1205 (Streptococcus bacteriophage phi-O1205)	85154	57		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Aliceevansviridae, Brussowvirus	GCA_000841145.1	BPO12	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Aliceevansviridae	Brussowvirus	
UP000000375	Pseudomonas phage KPP10 (Bacteriophage KPP10)	582345	158		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Nankokuvirus, Nankokuvirus KPP10	GCA_000892435.1	BPKPP	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Nankokuvirus	Nankokuvirus KPP10
UP000000384	Streptomyces phage phiSASD1	747763	43		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sasdunavirus, Sasdunavirus SASD1	GCA_000888395.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Sasdunavirus	Sasdunavirus SASD1
UP000000455	Cronobacter phage vB_CsaM_GAP161	1141138	275		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Pseudotevenvirus, Pseudotevenvirus gap161	GCA_000901535.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Straboviridae	Pseudotevenvirus	Pseudotevenvirus gap161
UP000000456	Cronobacter phage vB_CsaP_GAP52	1141137	115		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Grimontviridae, Crifsvirus, Crifsvirus GAP52	GCA_000899595.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Grimontviridae	Crifsvirus	Crifsvirus GAP52
UP000000457	Cronobacter phage vB_CsaM_GAP32	1141136	545		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Mimasvirus, Mimasvirus GAP32	GCA_000898015.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Mimasvirus	Mimasvirus GAP32
UP000000458	Cronobacter phage vB_CsaM_GAP31	1141135	269		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Vequintavirinae, Seunavirus, Seunavirus GAP31	GCA_000900455.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Seunavirus	Seunavirus GAP31
UP000000460	Caulobacter phage CcrSwift	2927984	325		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Dolichocephalovirinae, Shapirovirus, Shapirovirus swift	GCA_000899655.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Shapirovirus	Shapirovirus swift
UP000000461	Caulobacter phage CcrRogue	2927986	331		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Dolichocephalovirinae, Poindextervirus, Poindextervirus rogue	GCA_000900555.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Poindextervirus	Poindextervirus rogue
UP000000463	Caulobacter phage CcrColossus	1211640	448		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Dolichocephalovirinae, Colossusvirus, Colossusvirus colossus	GCA_000899635.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Colossusvirus	Colossusvirus colossus
UP000000512	Sulfolobus spindle-shaped virus 7	693628	33		Unknown	Viruses, Viruses incertae sedis, Fuselloviridae, Alphafusellovirus, Alphafusellovirus hengillense	GCA_000886095.1	9VIRU	Segment	Viruses				Fuselloviridae	Alphafusellovirus	Alphafusellovirus hengillense
UP000000523	Staphylococcus phage SAP-26	2919550	63		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Dubowvirus, Dubowvirus SAP26	GCA_000888535.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Dubowvirus	Dubowvirus SAP26
UP000000524	Mycobacterium phage LeBron	2919553	123		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Vilmaviridae, Lclasvirinae, Bronvirus, Mycobacterium virus Bron	GCA_000890095.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Vilmaviridae	Bronvirus	Mycobacterium virus Bron
UP000000525	Mycobacterium phage Angelica	2902837	94		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Weiservirinae, Anayavirus, Anayavirus angelica	GCA_000887555.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Anayavirus	Anayavirus angelica
UP000000527	Mycobacterium phage CrimD	2919554	95		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Weiservirinae, Anayavirus, Anayavirus crimD	GCA_000889215.2	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Anayavirus	Anayavirus crimD
UP000000619	Lactococcus phage bIBB29	2898538	54		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skunavirus, Skunavirus bibb29	GCA_000879615.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus bibb29
UP000000620	Mycobacterium phage Nigel	543152	94		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bclasvirinae, Coopervirus, Coopervirus nigel	GCA_000879635.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Coopervirus	Coopervirus nigel
UP000000621	Mycobacterium phage Predator	543153	92		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Predatorvirus, Predatorvirus predator	GCA_000874645.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Predatorvirus	Predatorvirus predator
UP000000633	Enterococcus phage phiFL1A	673832	61		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Phifelvirus, Phifelvirus FL1	GCA_000886175.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Phifelvirus	Phifelvirus FL1
UP000000691	Escherichia phage wV7	1054480	273		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Tevenvirinae, Tequatrovirus, Tequatrovirus vtec	GCA_000900835.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Straboviridae	Tequatrovirus	Tequatrovirus vtec
UP000000693	Mycobacterium phage Dandelion	1074305	238		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ceeclamvirinae, Bixzunavirus, Bixzunavirus dandelion	GCA_000917595.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Bixzunavirus	Bixzunavirus dandelion
UP000000694	Mycobacterium phage Patience	1074308	110		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Patiencevirus, Patiencevirus patience	GCA_000920075.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Patiencevirus	Patiencevirus patience
UP000000695	Mycobacterium phage Liefie	2922994	61		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gclasvirinae, Liefievirus, Mycobacterium virus Liefie	GCA_000918575.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Liefievirus	Mycobacterium virus Liefie
UP000000697	Mycobacterium phage BigNuz	1074309	82		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pclasvirinae, Bignuzvirus, Bignuzvirus bignuz	GCA_000919215.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Bignuzvirus	Bignuzvirus bignuz
UP000000698	Mycobacterium phage Eureka	2922993	145		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kostyavirus, Kostyavirus eureka	GCA_002601485.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Kostyavirus	Kostyavirus eureka
UP000000699	Enterococcus phage SAP6	1073766	44		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Saphexavirus, Saphexavirus SAP6	GCA_002623285.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Saphexavirus	Saphexavirus SAP6
UP000000701	Mycobacterium phage Drago	2922995	103		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Mycobacterium virus Drago	GCA_000918595.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Cheoctovirus	Mycobacterium virus Drago
UP000000714	Lactococcus phage KSY1	2913972	130		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Chopinvirus, Chopinvirus KSY1	GCA_000873545.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Chopinvirus	Chopinvirus KSY1
UP000000726	Staphylococcus phage phiETA3	2994038	68		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Phietavirus, Phietavirus ETA3	GCA_000868805.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus ETA3
UP000000729	Mycobacterium phage Bxz2 (Mycobacteriophage Bxz2)	205870	86		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Microwolfvirus	GCA_000841385.2	BPMB2	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Microwolfvirus	
UP000000730	Mycobacterium phage Bxz1 (Mycobacteriophage Bxz1)	205877	225		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ceeclamvirinae, Bixzunavirus, Bixzunavirus Bxz1	GCA_000842365.1	BPMBZ	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Bixzunavirus	Bixzunavirus Bxz1
UP000000731	Mycobacterium phage Barnyard	205880	109		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Barnyardvirus, Barnyardvirus barnyard	GCA_000840585.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Barnyardvirus	Barnyardvirus barnyard
UP000000733	Pseudomonas phage phi13	134554	13		Unknown	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Vidaverviricetes, Mindivirales, Cystoviridae, Cystovirus, Cystovirus phi13	GCA_000852445.1	9VIRU	Genome	Orthornavirae	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Cystovirus phi13
UP000000734	Pseudomonas phage phi8	120086	19		Unknown	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Vidaverviricetes, Mindivirales, Cystoviridae, Cystovirus, Cystovirus phi8	GCA_000848645.1	9VIRU	Genome	Orthornavirae	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Cystovirus phi8
UP000000735	Sulfolobus virus-like particle SSV2	244590	33		Unknown	Viruses, Viruses incertae sedis, Fuselloviridae, Alphafusellovirus, Alphafusellovirus reykjanesense	GCA_000842405.1	SSV2	Genome	Viruses				Fuselloviridae	Alphafusellovirus	Alphafusellovirus reykjanesense
UP000000782	Sulfolobus spindle-shaped virus 4	459290	34		Unknown	Viruses, Viruses incertae sedis, Fuselloviridae, Alphafusellovirus, Alphafusellovirus arnavatnense	GCA_000872305.1	9VIRU	Genome	Viruses				Fuselloviridae	Alphafusellovirus	Alphafusellovirus arnavatnense
UP000000786	Escherichia phage JS98	293178	266		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Tevenvirinae, Dhakavirus, Dhakavirus JS98	GCA_000872205.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Straboviridae	Dhakavirus	Dhakavirus JS98
UP000000846	Shigella phage Sf6 (Shigella flexneri bacteriophage VI) (Bacteriophage SfVI)	10761	66		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Lederbergvirus	GCA_000845865.1	BPSFV	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Lederbergvirus	
UP000000847	Burkholderia phage phiE125	2883940	72		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Stanholtvirus, Stanholtvirus E125	GCA_000840845.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Stanholtvirus	Stanholtvirus E125
UP000000850	Mycoplasma phage P1	2905920	11		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Delislevirus, Delislevirus P1	GCA_000838165.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Delislevirus	Delislevirus P1
UP000000857	Staphylococcus prophage phiPV83	129009	63		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bronfenbrennervirinae, Peeveelvirus, Peeveelvirus PV83	GCA_000839005.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Peeveelvirus	Peeveelvirus PV83
UP000000862	Paramecium bursaria Chlorella virus 1 (PBCV-1)	10506	794		Unknown	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Chlorovirus, Chlorovirus vanettense	GCA_000847045.1	PBCV1	Segment	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus vanettense
UP000000863	Emiliania huxleyi virus 86 (isolate United Kingdom/English Channel/1999) (EhV-86)	654925	472		Unknown	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Coccolithovirus, Coccolithovirus huxleyi, Emiliania huxleyi virus 86	GCA_000865825.1	EHV8U	Segment	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Coccolithovirus	Coccolithovirus huxleyi
UP000000864	Ectocarpus siliculosus virus 1 (isolate New Zealand/Kaikoura/1988) (EsV-1)	654926	231		Unknown	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Phaeovirus, Phaeovirus unasiliculosus, Ectocarpus siliculosus virus 1	GCA_000839765.1	ESV1K	Segment	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus unasiliculosus
UP000000872	Amsacta moorei entomopoxvirus (AmEPV)	28321	278		Unknown	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Entomopoxvirinae, Betaentomopoxvirus	GCA_000837185.1	AMEPV	Segment	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Betaentomopoxvirus	
UP000000875	Pseudomonas phage D3112 (Bacteriophage D3112)	2907964	55		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Casadabanvirus, Casadabanvirus D3112	GCA_000842485.1	BPD31	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Casadabanvirus	Casadabanvirus D3112
UP000000876	Escherichia phage RB69 (Bacteriophage RB69)	12353	273		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Tevenvirinae, Mosigvirus, Mosigvirus RB69	GCA_000858005.1	BPR69	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Straboviridae	Mosigvirus	Mosigvirus RB69
