Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000006250	Solidesulfovibrio fructosivorans JJ]	596151	4158	C:99.4%[S:98.8%,D:0.5%],F:0.1%,M:0.5%,n:777	Unknown	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Solidesulfovibrio	Solidesulfovibrio fructosivorans
UP000006251	Brumicola pallidula DSM 14239 = ACAM 615	1121922	4036	C:97.3%[S:96.8%,D:0.5%],F:0.7%,M:2.0%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Brumicola	Brumicola pallidula
UP000006258	Sphingobacterium spiritivorum ATCC 33861	525373	4471	C:99.4%[S:99.3%,D:0.1%],F:0.2%,M:0.4%,n:1068	Unknown	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium spiritivorum
UP000006322	Paraglaciecola polaris LMG 21857	1129793	4728	C:98.2%[S:97.9%,D:0.2%],F:0.5%,M:1.3%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola	Paraglaciecola polaris
UP000006327	Paraglaciecola arctica BSs20135	493475	5330	C:98.0%[S:97.2%,D:0.9%],F:1.0%,M:1.0%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola	Paraglaciecola arctica
UP000006334	Aliiglaciecola lipolytica E3	1127673	4327	C:98.9%[S:98.5%,D:0.4%],F:0.9%,M:0.2%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliiglaciecola	Aliiglaciecola lipolytica
UP000006339	Leptospira kirschneri str. 200802841	1193047	4213	C:99.6%[S:99.6%,D:0.0%],F:0.0%,M:0.4%,n:239	Unknown	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira kirschneri
UP000006428	Aeromonas salmonicida subsp. salmonicida 01-B526	1076135	4522	C:98.9%[S:98.1%,D:0.8%],F:1.1%,M:0.0%,n:366	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
UP000006431	Sulfurimonas gotlandica (strain DSM 19862 / JCM 16533 / GD1)	929558	2865	C:98.4%[S:97.5%,D:1.0%],F:0.3%,M:1.3%,n:628	Unknown	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	Sulfurimonas gotlandica
UP000006462	Pyramidobacter piscolens W5455	352165	2755	C:90.4%[S:89.9%,D:0.5%],F:0.6%,M:9.0%,n:655	Unknown	Thermotogati	Synergistota	Synergistia	Synergistales	Dethiosulfovibrionaceae	Pyramidobacter	Pyramidobacter piscolens
UP000006746	Oceanibaculum indicum P24	1207063	3754	C:98.2%[S:97.7%,D:0.5%],F:1.3%,M:0.5%,n:617	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Oceanibaculaceae	Oceanibaculum	Oceanibaculum indicum
UP000006762	Celeribacter baekdonensis B30	1208323	4198	C:99.4%[S:98.9%,D:0.5%],F:0.1%,M:0.5%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Celeribacter	Celeribacter baekdonensis
UP000006765	Oceaniovalibus guishaninsula JLT2003	1231392	2840	C:96.0%[S:96.0%,D:0.0%],F:1.0%,M:3.0%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Oceaniovalibus	Oceaniovalibus guishaninsula
UP000006786	Nitratireductor pacificus pht-3B	391937	4196	C:99.7%[S:99.1%,D:0.6%],F:0.3%,M:0.0%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor pacificus
UP000006867	Bacillus atrophaeus (strain 1942)	720555	4185	C:99.8%[S:99.6%,D:0.2%],F:0.2%,M:0.0%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus atrophaeus
UP000006878	Glutamicibacter arilaitensis (strain DSM 16368 / CIP 108037 / IAM 15318 / JCM 13566 / NCIMB 14258 / Re117) (Arthrobacter arilaitensis)	861360	3380	C:99.8%[S:99.3%,D:0.6%],F:0.2%,M:0.0%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter arilaitensis
UP000006983	Streptococcus salivarius K12	1200793	2187	C:99.5%[S:95.0%,D:4.5%],F:0.0%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius
UP000007123	Agrobacterium albertimagni AOL15	1156935	4811	C:98.4%[S:97.9%,D:0.5%],F:0.3%,M:1.3%,n:1937	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium albertimagni
UP000007509	Chryseobacterium populi	1144316	4113	C:99.7%[S:99.3%,D:0.4%],F:0.3%,M:0.0%,n:733	Unknown	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	
UP000007581	Rickettsia typhi str. TH1527	1003201	837	C:98.6%[S:98.6%,D:0.0%],F:0.5%,M:0.8%,n:364	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia typhi
UP000007652	Caloramator australicus RC3	857293	2679	C:97.7%[S:97.3%,D:0.4%],F:1.1%,M:1.1%,n:264	Close to standard (low value)	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator australicus
UP000007815	Streptococcus ratti FA-1 = DSM 20564	699248	2031	C:99.5%[S:99.5%,D:0.0%],F:0.0%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ratti
UP000007878	Rickettsia canadensis str. CA410	1105107	1014	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:364	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia canadensis
UP000008330	Rhizobium leguminosarum bv. trifolii (strain WSM2304)	395492	6403	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:1937	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum
UP000008363	Gordonia rhizosphera NBRC 16068	1108045	5930	C:98.8%[S:98.5%,D:0.3%],F:0.9%,M:0.3%,n:743	Unknown	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia	Gordonia rhizosphera
UP000008372	Paraglaciecola agarilytica NO2	1125747	5098	C:98.8%[S:98.5%,D:0.2%],F:0.5%,M:0.7%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola	Paraglaciecola agarilytica
UP000008637	Mycoplasma haemofelis (strain Langford 1) (Haemobartonella felis)	941640	1545	C:89.1%[S:89.1%,D:0.0%],F:0.6%,M:10.3%,n:174	Unknown	Bacillati	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma haemofelis
UP000008738	Mesomycoplasma hyorhinis (strain MCLD) (Mycoplasma hyorhinis)	936139	777	C:98.7%[S:98.7%,D:0.0%],F:0.7%,M:0.7%,n:150	Close to standard (high value)	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mesomycoplasma	Mesomycoplasma hyorhinis
UP000008942	Bartonella elizabethae Re6043vi	1094554	1612	C:98.0%[S:97.8%,D:0.2%],F:0.0%,M:2.0%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella elizabethae
UP000008945	Bartonella doshiae NCTC 12862 = ATCC 700133	1094553	1566	C:97.8%[S:97.8%,D:0.0%],F:0.2%,M:2.0%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella doshiae
UP000008947	Candidatus Bartonella washoeensis Sb944nv	1094563	1679	C:97.8%[S:97.8%,D:0.0%],F:0.0%,M:2.2%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Candidatus Bartonella washoeensis
UP000008948	Bartonella vinsonii subsp. arupensis Pm136co	1094561	1516	C:97.8%[S:97.7%,D:0.2%],F:0.2%,M:2.0%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella vinsonii
UP000009342	Cronobacter dublinensis 1210	1208656	4341	C:95.5%[S:95.2%,D:0.2%],F:1.6%,M:3.0%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter dublinensis
UP000009359	Bartonella bacilliformis INS	1206782	1217	C:92.6%[S:89.5%,D:3.1%],F:0.0%,M:7.4%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella bacilliformis
UP000009891	Veillonella seminalis ACS-216-V-Col6b	883156	2124	C:98.2%[S:97.7%,D:0.5%],F:0.5%,M:1.4%,n:218	Unknown	Bacillati	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
UP000010296	Enterococcus italicus (strain DSM 15952 / CCUG 50447 / LMG 22039 / TP 1.5)	888064	2404	C:99.0%[S:99.0%,D:0.0%],F:1.0%,M:0.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus italicus
UP000010319	Yersinia bercovieri ATCC 43970	349968	3868	C:90.7%[S:90.7%,D:0.0%],F:3.2%,M:6.1%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia bercovieri
UP000010321	Bacteroides clarus YIT 12056	762984	3271	C:99.3%[S:99.3%,D:0.0%],F:0.0%,M:0.7%,n:541	Unknown	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus
UP000010412	Veillonella atypica KON	1128111	1903	C:95.0%[S:95.0%,D:0.0%],F:2.3%,M:2.8%,n:218	Unknown	Bacillati	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
UP000010420	Clostridium celatum DSM 1785	545697	3453	C:95.8%[S:95.8%,D:0.0%],F:3.8%,M:0.4%,n:264	Unknown	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium celatum
UP000010729	Arthrobacter crystallopoietes BAB-32	1246476	4118	C:94.4%[S:93.3%,D:1.1%],F:1.5%,M:4.1%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter crystallopoietes
UP000010744	Gordonia rubripertincta NBRC 101908	1077975	4801	C:98.8%[S:98.3%,D:0.5%],F:0.9%,M:0.3%,n:743	Unknown	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia	Gordonia rubripertincta
UP000011067	Candidatus Blochmanniella chromaiodes str. 640	1240471	609	C:88.2%[S:88.2%,D:0.0%],F:1.4%,M:10.5%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Blochmanniella	Candidatus Blochmanniella chromaiodes
UP000011223	Grimontia indica	1056512	4956	C:97.6%[S:97.6%,D:0.0%],F:0.5%,M:1.9%,n:1445	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia	
UP000011529	Rhodopirellula europaea 6C	1263867	6188	C:98.2%[S:97.9%,D:0.4%],F:0.9%,M:0.9%,n:571	Unknown	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula europaea
UP000011666	Gordonia soli NBRC 108243	1223545	4907	C:99.6%[S:99.5%,D:0.1%],F:0.4%,M:0.0%,n:743	Unknown	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia	Gordonia soli
UP000011731	Rhodococcus ruber BKS 20-38	1278076	5548	C:97.2%[S:95.7%,D:1.5%],F:0.5%,M:2.3%,n:743	Unknown	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	Rhodococcus ruber
UP000011744	Paramagnetospirillum caucaseum	1244869	4630	C:98.2%[S:97.2%,D:1.0%],F:0.6%,M:1.1%,n:617	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Paramagnetospirillum	
UP000011746	Salimicrobium jeotgali	1230341	2724	C:99.3%[S:99.3%,D:0.0%],F:0.0%,M:0.7%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Salimicrobium	
UP000011758	Eggerthia catenaformis OT 569 = DSM 20559	999415	1874	C:94.0%[S:94.0%,D:0.0%],F:0.9%,M:5.0%,n:218	Unknown	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Eggerthia	Eggerthia catenaformis
UP000011769	Streptococcus parauberis KRS-02083	1207545	2267	C:99.0%[S:99.0%,D:0.0%],F:0.7%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis
UP000011820	Candidatus Liberibacter asiaticus str. gxpsy	1174529	1124	C:77.5%[S:77.5%,D:0.0%],F:0.8%,M:21.8%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Liberibacter	Liberibacter asiaticus
UP000011991	Rhodopirellula maiorica SM1	1265738	7824	C:91.4%[S:91.2%,D:0.2%],F:5.4%,M:3.2%,n:571	Unknown	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Novipirellula	Novipirellula maiorica
UP000012015	Paeniglutamicibacter gangotriensis Lz1y	1276920	4017	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Paeniglutamicibacter	Paeniglutamicibacter gangotriensis
UP000012019	Methylophaga lonarensis MPL	1286106	2536	C:95.5%[S:95.3%,D:0.2%],F:1.4%,M:3.1%,n:491	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Methylophaga lonarensis
UP000012024	Xanthomarina gelatinilytica	1137281	2841	C:98.9%[S:98.9%,D:0.0%],F:0.5%,M:0.5%,n:733	Unknown	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Xanthomarina	
UP000012099	Leptospira noguchii str. 2007001578	1049974	4683	C:99.6%[S:99.6%,D:0.0%],F:0.0%,M:0.4%,n:239	Unknown	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira noguchii
UP000012118	Leptospira weilii str. UI 13098	1088542	4676	C:99.2%[S:99.2%,D:0.0%],F:0.8%,M:0.0%,n:239	Unknown	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira weilii
UP000013024	Acinetobacter calcoaceticus DSM 30006 = CIP 81.8	981331	3653	C:98.1%[S:97.5%,D:0.5%],F:0.8%,M:1.1%,n:366	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter calcoaceticus
UP000013034	Acinetobacter proteolyticus	1776741	3928	C:98.9%[S:98.1%,D:0.8%],F:0.3%,M:0.8%,n:366	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	
UP000013047	Thauera phenylacetica B4P	1234382	4836	C:95.3%[S:94.7%,D:0.5%],F:3.7%,M:1.1%,n:569	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera phenylacetica
UP000013148	Acinetobacter guillouiae NIPH 991	1217656	4506	C:98.6%[S:97.5%,D:1.1%],F:0.3%,M:1.1%,n:366	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter guillouiae
UP000013173	Acinetobacter vivianii	1776742	3693	C:98.6%[S:98.4%,D:0.3%],F:0.5%,M:0.8%,n:366	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	
UP000013190	Acinetobacter modestus	1776740	3345	C:98.4%[S:97.8%,D:0.5%],F:0.5%,M:1.1%,n:366	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	
UP000013232	Thauera linaloolentis (strain DSM 12138 / JCM 21573 / CCUG 41526 / CIP 105981 / IAM 15112 / NBRC 102519 / 47Lol)	1123367	3836	C:98.9%[S:98.4%,D:0.5%],F:0.7%,M:0.4%,n:569	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera linaloolentis
UP000013306	Streptococcus cristatus AS 1.3089	1302863	2066	C:99.3%[S:99.3%,D:0.0%],F:0.2%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus cristatus
UP000013777	Enterococcus asini ATCC 700915	1158606	2389	C:99.8%[S:99.0%,D:0.7%],F:0.2%,M:0.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus asini
UP000013782	Enterococcus pallens ATCC BAA-351	1158607	5181	C:99.8%[S:99.3%,D:0.5%],F:0.0%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus pallens
UP000013785	Enterococcus phoeniculicola ATCC BAA-412	1158610	3510	C:99.3%[S:99.0%,D:0.2%],F:0.0%,M:0.7%,n:402	Outlier (high value)	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus phoeniculicola
UP000013840	Enterococcus caccae ATCC BAA-1240	1158612	3244	C:99.8%[S:99.0%,D:0.7%],F:0.2%,M:0.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus caccae
UP000013866	Enterococcus villorum ATCC 700913	1158604	2841	C:99.8%[S:99.3%,D:0.5%],F:0.2%,M:0.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus villorum
UP000013909	Lunatimonas lonarensis	1232681	4825	C:97.0%[S:97.0%,D:0.0%],F:0.9%,M:2.1%,n:768	Unknown	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Lunatimonas	
UP000013962	Mesomycoplasma hyopneumoniae 168-L	1116211	678	C:94.0%[S:94.0%,D:0.0%],F:1.3%,M:4.7%,n:150	Unknown	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mesomycoplasma	Mesomycoplasma hyopneumoniae
UP000013988	Clostridium sartagoforme AAU1	1202534	3712	C:95.5%[S:94.3%,D:1.1%],F:0.4%,M:4.2%,n:264	Unknown	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sartagoforme
UP000014073	Phocaeicola coprophilus DSM 18228 = JCM 13818	547042	3838	C:97.4%[S:97.4%,D:0.0%],F:1.8%,M:0.7%,n:541	Unknown	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprophilus
UP000014082	Peanut witches'-broom phytoplasma NTU2011	1163385	424	C:83.4%[S:83.4%,D:0.0%],F:3.3%,M:13.2%,n:151	Unknown	Bacillati	Mycoplasmatota	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Peanut witches'-broom phytoplasma
UP000014104	Enterococcus avium ATCC 14025	1140002	4469	C:99.5%[S:99.0%,D:0.5%],F:0.2%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus avium
UP000014148	Enterococcus malodoratus ATCC 43197	1158601	4443	C:99.8%[S:99.3%,D:0.5%],F:0.0%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus malodoratus
UP000014157	Enterococcus moraviensis ATCC BAA-383	1158609	3334	C:99.8%[S:99.3%,D:0.5%],F:0.2%,M:0.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus moraviensis
UP000014160	Enterococcus gilvus ATCC BAA-350	1158614	4100	C:99.8%[S:99.5%,D:0.2%],F:0.0%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus gilvus
UP000014184	Thermobifida fusca TM51	1169414	3080	C:91.6%[S:91.5%,D:0.1%],F:1.0%,M:7.4%,n:1162	Unknown	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Thermobifida	Thermobifida fusca
UP000014210	Enterococcus durans ATCC 6056	1140001	2965	C:99.5%[S:98.8%,D:0.7%],F:0.5%,M:0.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus durans
UP000014216	Desulfotignum phosphitoxidans DSM 13687	1286635	4515	C:98.5%[S:96.7%,D:1.8%],F:0.3%,M:1.2%,n:599	Unknown	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfotignum	Desulfotignum phosphitoxidans
UP000014393	Actinotignum schaalii FB123-CNA-2	883067	1726	C:88.7%[S:88.7%,D:0.0%],F:1.0%,M:10.3%,n:292	Unknown	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinotignum	Actinotignum schaalii
UP000014400	Sutterella wadsworthensis HGA0223	1203554	2393	C:78.8%[S:78.3%,D:0.4%],F:0.9%,M:20.3%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella wadsworthensis
UP000014411	Rhizobium grahamii CCGE 502	990285	6839	C:99.4%[S:98.8%,D:0.6%],F:0.2%,M:0.4%,n:1937	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium grahamii
UP000014605	Treponema vincentii F0403	1125702	2409	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:345	Unknown	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema vincentii
UP000014627	Chlamydia psittaci 99DC5	1112251	1107	C:98.5%[S:98.5%,D:0.0%],F:0.6%,M:0.9%,n:533	Unknown	Pseudomonadati	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
UP000014629	Streptomyces aurantiacus JA 4570	1286094	7750	C:94.0%[S:93.8%,D:0.3%],F:1.6%,M:4.4%,n:1579	Standard	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces aurantiacus
UP000014821	Chlamydia avium	1457141	955	C:97.7%[S:97.7%,D:0.0%],F:0.9%,M:1.3%,n:533	Standard	Pseudomonadati	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	
UP000015445	Leptospira alstonii serovar Pingchang str. 80-412	1218564	4333	C:98.3%[S:98.3%,D:0.0%],F:0.8%,M:0.8%,n:239	Unknown	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira alstonii
UP000015525	Sphingobium quisquiliarum P25	1329909	3949	C:97.6%[S:97.2%,D:0.5%],F:1.2%,M:1.2%,n:1018	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium quisquiliarum
UP000016064	Chlamydia ibidis 10-1398/6	1046581	1016	C:97.4%[S:97.4%,D:0.0%],F:1.5%,M:1.1%,n:533	Unknown	Pseudomonadati	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia ibidis
UP000016307	Cutibacterium granulosum DSM 20700	1160719	1962	C:85.5%[S:85.4%,D:0.2%],F:6.5%,M:8.0%,n:649	Unknown	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium granulosum
UP000016361	Lentilactobacillus otakiensis DSM 19908 = JCM 15040	1423780	2310	C:98.8%[S:98.8%,D:0.0%],F:1.0%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus otakiensis
UP000016426	Pseudogulbenkiania ferrooxidans EGD-HP2	1388764	4390	C:97.5%[S:97.3%,D:0.2%],F:0.7%,M:1.7%,n:804	Standard	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Pseudogulbenkiania	Pseudogulbenkiania ferrooxidans
UP000016464	Exiguobacterium chiriqhucha RW-2	1345023	3077	C:97.8%[S:97.8%,D:0.0%],F:0.2%,M:2.0%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium chiriqhucha
UP000016521	Pseudoalteromonas piscicida	43662	4886	C:99.3%[S:98.4%,D:0.9%],F:0.5%,M:0.2%,n:820	Close to standard (high value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
UP000016534	Pseudoalteromonas undina DSM 6065	1117320	3588	C:99.8%[S:99.8%,D:0.0%],F:0.0%,M:0.2%,n:820	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas undina
UP000016543	Idiomarina baltica OS145	314276	2601	C:93.7%[S:93.4%,D:0.2%],F:1.7%,M:4.6%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina baltica
